### This localisation file has been automatically generated ###;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
#   <https://github.com/moretrim/trait-lineariser>            #;;;;;;;;;;;;;;
## UI tweaks;;;;;;;;;;;;;;
indifferentxsycophant;                  §G!!!§! Indifferent, sycophant;                  §G!!!§! Indifférent, flagorneur;                  §G!!!§! Gleichgültig, kriecher;;;;;;;;;;;
indifferentxtoady;§h+1§!                 Indifferent, toady;§h+1§!                 Indifférent, flatteur;§h+1§!                 Gleichgültig, schleimer;;;;;;;;;;;
indifferentxyesman;                     Indifferent, yesman;                     Indifférent, béni-oui-oui;                     Gleichgültig, jasager;;;;;;;;;;;
indifferentxbrownnoser;§h+1§!                 Indifferent, brownnoser;§h+1§!                 Indifférent, lèche-cul;§h+1§!                 Gleichgültig, stiefellecker;;;;;;;;;;;
indifferentxspoiled;§h+2§!                 Indifferent, spoiled;§h+2§!                 Indifférent, gâté;§h+2§!                 Gleichgültig, verwöhnt;;;;;;;;;;;
indifferentxschool_of_defense;     §G+3§!            Indifferent, school of defense;     §G+3§!            Indifférent, école de défense;     §G+3§!            Gleichgültig, schule der verteidigung;;;;;;;;;;;
indifferentxschool_of_offense;§h+1§!      §h+10%§!§h?§! Indifferent, school of offense;§h+1§!      §h+10%§!§h?§! Indifférent, école d'attaque;§h+1§!      §h+10%§!§h?§! Gleichgültig, schule der offensive;;;;;;;;;;;
indifferentxschool_of_the_bayonet;§h+2§! §h+1§! §h+10%§!   Indifferent, school of the bayonet;§h+2§! §h+1§! §h+10%§!   Indifférent, école de la baïonnette;§h+2§! §h+1§! §h+10%§!   Gleichgültig, schule des bajonetts;;;;;;;;;;;
indifferentxschool_of_firepower;§h+1§!              §G!!!§! Indifferent, school of firepower;§h+1§!              §G!!!§! Indifférent, école de la puissance de feu;§h+1§!              §G!!!§! Gleichgültig, schule der feuerkraft;;;;;;;;;;;
indifferentxartillerist;     §h+1§!         §h?§! Indifferent, artillerist;     §h+1§!         §h?§! Indifférent, artilleur;     §h+1§!         §h?§! Gleichgültig, artillerist;;;;;;;;;;;
indifferentxuncommonly_young;§h+1§! §h+1§!            Indifferent, uncommonly young;§h+1§! §h+1§!            Indifférent, singulièrement jeune;§h+1§! §h+1§!            Gleichgültig, ungewöhnlich jung;;;;;;;;;;;
indifferentxsucker;§u–1§!                 Indifferent, sucker;§u–1§!                 Indifférent, gogo;§u–1§!                 Gleichgültig, trottel;;;;;;;;;;;
indifferentxsad_sack;§u–2§!                 Indifferent, sad sack;§u–2§!                 Indifférent, raté;§u–2§!                 Gleichgültig, trauriger sack;;;;;;;;;;;
indifferentxunfit;§u–2§!              §R¡¡¡§! Indifferent, unfit;§u–2§!              §R¡¡¡§! Indifférent, inapte;§u–2§!              §R¡¡¡§! Gleichgültig, ungeeignet;;;;;;;;;;;
indifferentxunqualified;          §u–10%§!§u¿§! Indifferent, unqualified;          §u–10%§!§u¿§! Indifférent, non qualifié;          §u–10%§!§u¿§! Gleichgültig, unqualifiziert;;;;;;;;;;;
indifferentxpawn;                     Indifferent, pawn;                     Indifférent, pion;                     Gleichgültig, pfand;;;;;;;;;;;
indifferentxelderly;                     Indifferent, elderly;                     Indifférent, âgé;                     Gleichgültig, älter;;;;;;;;;;;
indifferentxincompetent;                     Indifferent, incompetent;                     Indifférent, incompétent;                     Gleichgültig, inkompetent;;;;;;;;;;;
mediocrexnationalist;§h+1§!              §G!!!§! Mediocre, nationalist;;;;;;;;;;;;;
mediocrexwar_college;§h+1§!                 Mediocre, war college;§h+1§!                 Médiocre, école militaire;§h+1§!                 Mittelmäßig, militärakademie;;;;;;;;;;;
mediocrexcavalry_school;§h+2§!                 Mediocre, cavalry school;§h+2§!                 Médiocre, école de cavalerie;§h+2§!                 Mittelmäßig, kavallerieschule;;;;;;;;;;;
mediocrexengineer;          §h  +5%§!   Mediocre, engineer;          §h  +5%§!   Médiocre, génie;          §h  +5%§!   Mittelmäßig, ingenieur;;;;;;;;;;;
mediocrexarmchair_general;          §h+10%§!   Mediocre, armchair general;          §h+10%§!   Médiocre, général de façade;          §h+10%§!   Mittelmäßig, sesselgeneral;;;;;;;;;;;
mediocrexbureaucrat_speed;          §h+15%§!   Mediocre, bureaucrat speed;          §h+15%§!   Médiocre, vitesse de bureaucrate;          §h+15%§!   Mittelmäßig, bürokratische geschwindigkeit;;;;;;;;;;;
mediocrexgenerals_aide;     §h+1§!            Mediocre, general's aide;     §h+1§!            Médiocre, aide de camp;     §h+1§!            Mittelmäßig, generalsadjutant;;;;;;;;;;;
mediocrexamateur;     §u–1§! §u–25%§!   Mediocre, amateur;     §u–1§! §u–25%§!   Médiocre, amateur;     §u–1§! §u–25%§!   Mittelmäßig, amateur;;;;;;;;;;;
mediocrexmadman;                  §R¡¡¡§! Mediocre, madman;                  §R¡¡¡§! Médiocre, fou;                  §R¡¡¡§! Mittelmäßig, irrer;;;;;;;;;;;
mediocrexaristocrat;                  §h?§! Mediocre, aristocrat;                  §h?§! Médiocre, aristocrate;                  §h?§! Mittelmäßig, aristokrat;;;;;;;;;;;
mediocrexdrillmaster;                  §G!!!§! Mediocre, drillmaster;                  §G!!!§! Médiocre, sergent instructeur;                  §G!!!§! Mittelmäßig, zuchtmeister;;;;;;;;;;;
mediocrexbutcher;                  §u¿§! Mediocre, butcher;                  §u¿§! Médiocre, boucher;                  §u¿§! Mittelmäßig, schlächter;;;;;;;;;;;
mediocrexexranker;                  §u¿§! Mediocre, exranker;                  §u¿§! Médiocre, ancien militaire;                  §u¿§! Mittelmäßig, ex-gefreiter;;;;;;;;;;;
mediocrexadventurer;§h+2§!                 Mediocre, adventurer;§h+2§!                 Médiocre, aventurier;§h+2§!                 Mittelmäßig, abenteurer;;;;;;;;;;;
mediocrexdebutante;                     Mediocre, debutante;                     Médiocre, débutant;                     Mittelmäßig, debütant;;;;;;;;;;;
mediocrexcolonial_b;     §u–2§! §h+20%§!§u¿§! Mediocre, colonial;     §u–2§! §h+20%§!§u¿§! Médiocre, colonial;     §u–2§! §h+20%§!§u¿§! Mittelmäßig, kolonial;;;;;;;;;;;
mediocrexdisgraced;                     Mediocre, disgraced;                     Médiocre, déshonoré;                     Mittelmäßig, in ungnade gefallener;;;;;;;;;;;
mediocrexpriest;                     Mediocre, priest;                     Médiocre, prêtre;                     Mittelmäßig, priester;;;;;;;;;;;
mediocrexrising_star;                     Mediocre, rising star;                     Médiocre, étoile montante;                     Mittelmäßig, aufsteigender stern;;;;;;;;;;;
mediocrexpolitician;                  §u¿§! Mediocre, politician;                  §u¿§! Médiocre, politicien;                  §u¿§! Mittelmäßig, politiker;;;;;;;;;;;
mediocrexpoet;§u–1§!              §G!!!§! Mediocre, poet;§u–1§!              §G!!!§! Médiocre, poète;§u–1§!              §G!!!§! Mittelmäßig, poet;;;;;;;;;;;
mediocrexcartographer;          §G+40%§!   Mediocre, cartographer;          §G+40%§!   Médiocre, cartographe;          §G+40%§!   Mittelmäßig, kartograf;;;;;;;;;;;
mediocrexprofessor;§u–1§! §u–1§!         §G!!!§! Mediocre, professor;§u–1§! §u–1§!         §G!!!§! Médiocre, professeur;§u–1§! §u–1§!         §G!!!§! Mittelmäßig, professor;;;;;;;;;;;
mediocrexold_school;§h+1§! §u–2§!         §G!!!§! Mediocre, old school;§h+1§! §u–2§!         §G!!!§! Médiocre, vieille école;§h+1§! §u–2§!         §G!!!§! Mittelmäßig, alte schule;;;;;;;;;;;
mediocrexeccentric_genius;§h+2§!              §u¿§! Mediocre, eccentric genius;§h+2§!              §u¿§! Médiocre, génie excentrique;§h+2§!              §u¿§! Mittelmäßig, exzentrisches genie;;;;;;;;;;;
mediocrexgifted_administrator;                  §h?§! Mediocre, gifted administrator;                  §h?§! Médiocre, administrateur doué;                  §h?§! Mittelmäßig, begabter administrator;;;;;;;;;;;
mediocrexinnovative_tactician;§h+1§!                 Mediocre, innovative tactician;§h+1§!                 Médiocre, tacticien novateur;§h+1§!                 Mittelmäßig, innovativer taktiker;;;;;;;;;;;
mediocrexexpert_raider;§h+2§!                 Mediocre, expert raider;§h+2§!                 Médiocre, commando expérimenté;§h+2§!                 Mittelmäßig, überfallexperte;;;;;;;;;;;
mediocrexnatural_born_leader;§h+1§!              §h?§! Mediocre, natural born leader;§h+1§!              §h?§! Médiocre, leader naturel;§h+1§!              §h?§! Mittelmäßig, geborener anführer;;;;;;;;;;;
mediocrexmegalomaniac;§u–2§!                 Mediocre, megalomaniac;§u–2§!                 Médiocre, mégalomane;§u–2§!                 Mittelmäßig, megalomane;;;;;;;;;;;
mediocrexhated;§h+1§! §h+1§!         §R¡¡¡§! Mediocre, hated;§h+1§! §h+1§!         §R¡¡¡§! Médiocre, odieux;§h+1§! §h+1§!         §R¡¡¡§! Mittelmäßig, gehasst;;;;;;;;;;;
mediocrexcursed_luck;§h+2§! §h+2§!         §R¡¡¡§! Mediocre, cursed luck;§h+2§! §h+2§!         §R¡¡¡§! Médiocre, malchanceux;§h+2§! §h+2§!         §R¡¡¡§! Mittelmäßig, vom pech verflucht;;;;;;;;;;;
mediocrexclueless;§u–1§!              §R¡¡¡§! Mediocre, clueless;§u–1§!              §R¡¡¡§! Médiocre, ignorant;§u–1§!              §R¡¡¡§! Mittelmäßig, ahnungslos;;;;;;;;;;;
mediocrexdiplomat;          §u  –5%§!   Mediocre, diplomat;          §u  –5%§!   Médiocre, diplomate;          §u  –5%§!   Mittelmäßig, diplomat;;;;;;;;;;;
mediocrexpowerful_friends;          §u–10%§!   Mediocre, powerful friends;          §u–10%§!   Médiocre, amis puissants;          §u–10%§!   Mittelmäßig, mächtige freunde;;;;;;;;;;;
mediocreximmoral;                  §R¡¡¡§! Mediocre, immoral;                  §R¡¡¡§! Médiocre, immoral;                  §R¡¡¡§! Mittelmäßig, unmoralisch;;;;;;;;;;;
mediocrexwomanizer;                  §G!!!§! Mediocre, womanizer;                  §G!!!§! Médiocre, coureur de jupons;                  §G!!!§! Mittelmäßig, schürzenjäger;;;;;;;;;;;
mediocrexwarmonger;          §h+10%§!§R¡¡¡§! Mediocre, warmonger;          §h+10%§!§R¡¡¡§! Médiocre, belliciste;          §h+10%§!§R¡¡¡§! Mittelmäßig, kriegstreiber;;;;;;;;;;;
mediocrexcorrupt;                  §R¡¡¡§! Mediocre, corrupt;                  §R¡¡¡§! Médiocre, corrompu;                  §R¡¡¡§! Mittelmäßig, korrupt;;;;;;;;;;;
mediocrexbootlicker;     §h+1§!            Mediocre, bootlicker;     §h+1§!            Médiocre, lèche-bottes;     §h+1§!            Mittelmäßig, speichellecker;;;;;;;;;;;
mediocrexsycophant;                  §G!!!§! Mediocre, sycophant;                  §G!!!§! Médiocre, flagorneur;                  §G!!!§! Mittelmäßig, kriecher;;;;;;;;;;;
mediocrextoady;§h+1§!                 Mediocre, toady;§h+1§!                 Médiocre, flatteur;§h+1§!                 Mittelmäßig, schleimer;;;;;;;;;;;
mediocrexyesman;                     Mediocre, yesman;                     Médiocre, béni-oui-oui;                     Mittelmäßig, jasager;;;;;;;;;;;
mediocrexbrownnoser;§h+1§!                 Mediocre, brownnoser;§h+1§!                 Médiocre, lèche-cul;§h+1§!                 Mittelmäßig, stiefellecker;;;;;;;;;;;
mediocrexspoiled;§h+2§!                 Mediocre, spoiled;§h+2§!                 Médiocre, gâté;§h+2§!                 Mittelmäßig, verwöhnt;;;;;;;;;;;
mediocrexschool_of_defense;     §G+3§!            Mediocre, school of defense;     §G+3§!            Médiocre, école de défense;     §G+3§!            Mittelmäßig, schule der verteidigung;;;;;;;;;;;
mediocrexschool_of_offense;§h+1§!      §h+10%§!§h?§! Mediocre, school of offense;§h+1§!      §h+10%§!§h?§! Médiocre, école d'attaque;§h+1§!      §h+10%§!§h?§! Mittelmäßig, schule der offensive;;;;;;;;;;;
mediocrexschool_of_the_bayonet;§h+2§! §h+1§! §h+10%§!   Mediocre, school of the bayonet;§h+2§! §h+1§! §h+10%§!   Médiocre, école de la baïonnette;§h+2§! §h+1§! §h+10%§!   Mittelmäßig, schule des bajonetts;;;;;;;;;;;
mediocrexschool_of_firepower;§h+1§!              §G!!!§! Mediocre, school of firepower;§h+1§!              §G!!!§! Médiocre, école de la puissance de feu;§h+1§!              §G!!!§! Mittelmäßig, schule der feuerkraft;;;;;;;;;;;
mediocrexartillerist;     §h+1§!         §h?§! Mediocre, artillerist;     §h+1§!         §h?§! Médiocre, artilleur;     §h+1§!         §h?§! Mittelmäßig, artillerist;;;;;;;;;;;
mediocrexuncommonly_young;§h+1§! §h+1§!            Mediocre, uncommonly young;§h+1§! §h+1§!            Médiocre, singulièrement jeune;§h+1§! §h+1§!            Mittelmäßig, ungewöhnlich jung;;;;;;;;;;;
mediocrexsucker;§u–1§!                 Mediocre, sucker;§u–1§!                 Médiocre, gogo;§u–1§!                 Mittelmäßig, trottel;;;;;;;;;;;
mediocrexsad_sack;§u–2§!                 Mediocre, sad sack;§u–2§!                 Médiocre, raté;§u–2§!                 Mittelmäßig, trauriger sack;;;;;;;;;;;
mediocrexunfit;§u–2§!              §R¡¡¡§! Mediocre, unfit;§u–2§!              §R¡¡¡§! Médiocre, inapte;§u–2§!              §R¡¡¡§! Mittelmäßig, ungeeignet;;;;;;;;;;;
mediocrexunqualified;          §u–10%§!§u¿§! Mediocre, unqualified;          §u–10%§!§u¿§! Médiocre, non qualifié;          §u–10%§!§u¿§! Mittelmäßig, unqualifiziert;;;;;;;;;;;
mediocrexpawn;                     Mediocre, pawn;                     Médiocre, pion;                     Mittelmäßig, pfand;;;;;;;;;;;
mediocrexelderly;                     Mediocre, elderly;                     Médiocre, âgé;                     Mittelmäßig, älter;;;;;;;;;;;
mediocrexincompetent;                     Mediocre, incompetent;                     Médiocre, incompétent;                     Mittelmäßig, inkompetent;;;;;;;;;;;
lacklusterxnationalist;§h+1§!              §h?§! Lackluster, nationalist;;;;;;;;;;;;;
lacklusterxwar_college;§h+1§!              §u¿§! Lackluster, war college;§h+1§!              §u¿§! Terne, école militaire;§h+1§!              §u¿§! Lustlos, militärakademie;;;;;;;;;;;
lacklusterxcavalry_school;§h+2§!              §u¿§! Lackluster, cavalry school;§h+2§!              §u¿§! Terne, école de cavalerie;§h+2§!              §u¿§! Lustlos, kavallerieschule;;;;;;;;;;;
lacklusterxengineer;          §h  +5%§!§u¿§! Lackluster, engineer;          §h  +5%§!§u¿§! Terne, génie;          §h  +5%§!§u¿§! Lustlos, ingenieur;;;;;;;;;;;
lacklusterxarmchair_general;          §h+10%§!§u¿§! Lackluster, armchair general;          §h+10%§!§u¿§! Terne, général de façade;          §h+10%§!§u¿§! Lustlos, sesselgeneral;;;;;;;;;;;
lacklusterxbureaucrat_speed;          §h+15%§!§u¿§! Lackluster, bureaucrat speed;          §h+15%§!§u¿§! Terne, vitesse de bureaucrate;          §h+15%§!§u¿§! Lustlos, bürokratische geschwindigkeit;;;;;;;;;;;
lacklusterxgenerals_aide;     §h+1§!         §u¿§! Lackluster, general's aide;     §h+1§!         §u¿§! Terne, aide de camp;     §h+1§!         §u¿§! Lustlos, generalsadjutant;;;;;;;;;;;
lacklusterxamateur;     §u–1§! §u–25%§!§u¿§! Lackluster, amateur;     §u–1§! §u–25%§!§u¿§! Terne, amateur;     §u–1§! §u–25%§!§u¿§! Lustlos, amateur;;;;;;;;;;;
lacklusterxmadman;                  §R¡¡¡§! Lackluster, madman;                  §R¡¡¡§! Terne, fou;                  §R¡¡¡§! Lustlos, irrer;;;;;;;;;;;
lacklusterxaristocrat;                     Lackluster, aristocrat;                     Terne, aristocrate;                     Lustlos, aristokrat;;;;;;;;;;;
lacklusterxdrillmaster;                  §h?§! Lackluster, drillmaster;                  §h?§! Terne, sergent instructeur;                  §h?§! Lustlos, zuchtmeister;;;;;;;;;;;
lacklusterxbutcher;                  §R¡¡¡§! Lackluster, butcher;                  §R¡¡¡§! Terne, boucher;                  §R¡¡¡§! Lustlos, schlächter;;;;;;;;;;;
lacklusterxexranker;                  §R¡¡¡§! Lackluster, exranker;                  §R¡¡¡§! Terne, ancien militaire;                  §R¡¡¡§! Lustlos, ex-gefreiter;;;;;;;;;;;
lacklusterxadventurer;§h+2§!              §u¿§! Lackluster, adventurer;§h+2§!              §u¿§! Terne, aventurier;§h+2§!              §u¿§! Lustlos, abenteurer;;;;;;;;;;;
lacklusterxdebutante;                  §u¿§! Lackluster, debutante;                  §u¿§! Terne, débutant;                  §u¿§! Lustlos, debütant;;;;;;;;;;;
lacklusterxcolonial_b;     §u–2§! §h+20%§!§R¡¡¡§! Lackluster, colonial;     §u–2§! §h+20%§!§R¡¡¡§! Terne, colonial;     §u–2§! §h+20%§!§R¡¡¡§! Lustlos, kolonial;;;;;;;;;;;
lacklusterxdisgraced;                  §u¿§! Lackluster, disgraced;                  §u¿§! Terne, déshonoré;                  §u¿§! Lustlos, in ungnade gefallener;;;;;;;;;;;
lacklusterxpriest;                  §u¿§! Lackluster, priest;                  §u¿§! Terne, prêtre;                  §u¿§! Lustlos, priester;;;;;;;;;;;
lacklusterxrising_star;                  §u¿§! Lackluster, rising star;                  §u¿§! Terne, étoile montante;                  §u¿§! Lustlos, aufsteigender stern;;;;;;;;;;;
lacklusterxpolitician;                  §R¡¡¡§! Lackluster, politician;                  §R¡¡¡§! Terne, politicien;                  §R¡¡¡§! Lustlos, politiker;;;;;;;;;;;
lacklusterxpoet;§u–1§!              §h?§! Lackluster, poet;§u–1§!              §h?§! Terne, poète;§u–1§!              §h?§! Lustlos, poet;;;;;;;;;;;
lacklusterxcartographer;          §G+40%§!§u¿§! Lackluster, cartographer;          §G+40%§!§u¿§! Terne, cartographe;          §G+40%§!§u¿§! Lustlos, kartograf;;;;;;;;;;;
lacklusterxprofessor;§u–1§! §u–1§!         §h?§! Lackluster, professor;§u–1§! §u–1§!         §h?§! Terne, professeur;§u–1§! §u–1§!         §h?§! Lustlos, professor;;;;;;;;;;;
lacklusterxold_school;§h+1§! §u–2§!         §h?§! Lackluster, old school;§h+1§! §u–2§!         §h?§! Terne, vieille école;§h+1§! §u–2§!         §h?§! Lustlos, alte schule;;;;;;;;;;;
lacklusterxeccentric_genius;§h+2§!              §R¡¡¡§! Lackluster, eccentric genius;§h+2§!              §R¡¡¡§! Terne, génie excentrique;§h+2§!              §R¡¡¡§! Lustlos, exzentrisches genie;;;;;;;;;;;
lacklusterxgifted_administrator;                     Lackluster, gifted administrator;                     Terne, administrateur doué;                     Lustlos, begabter administrator;;;;;;;;;;;
lacklusterxinnovative_tactician;§h+1§!              §u¿§! Lackluster, innovative tactician;§h+1§!              §u¿§! Terne, tacticien novateur;§h+1§!              §u¿§! Lustlos, innovativer taktiker;;;;;;;;;;;
lacklusterxexpert_raider;§h+2§!              §u¿§! Lackluster, expert raider;§h+2§!              §u¿§! Terne, commando expérimenté;§h+2§!              §u¿§! Lustlos, überfallexperte;;;;;;;;;;;
lacklusterxnatural_born_leader;§h+1§!                 Lackluster, natural born leader;§h+1§!                 Terne, leader naturel;§h+1§!                 Lustlos, geborener anführer;;;;;;;;;;;
lacklusterxmegalomaniac;§u–2§!              §u¿§! Lackluster, megalomaniac;§u–2§!              §u¿§! Terne, mégalomane;§u–2§!              §u¿§! Lustlos, megalomane;;;;;;;;;;;
lacklusterxhated;§h+1§! §h+1§!         §R¡¡¡§! Lackluster, hated;§h+1§! §h+1§!         §R¡¡¡§! Terne, odieux;§h+1§! §h+1§!         §R¡¡¡§! Lustlos, gehasst;;;;;;;;;;;
lacklusterxcursed_luck;§h+2§! §h+2§!         §R¡¡¡§! Lackluster, cursed luck;§h+2§! §h+2§!         §R¡¡¡§! Terne, malchanceux;§h+2§! §h+2§!         §R¡¡¡§! Lustlos, vom pech verflucht;;;;;;;;;;;
lacklusterxclueless;§u–1§!              §R¡¡¡§! Lackluster, clueless;§u–1§!              §R¡¡¡§! Terne, ignorant;§u–1§!              §R¡¡¡§! Lustlos, ahnungslos;;;;;;;;;;;
lacklusterxdiplomat;          §u  –5%§!§u¿§! Lackluster, diplomat;          §u  –5%§!§u¿§! Terne, diplomate;          §u  –5%§!§u¿§! Lustlos, diplomat;;;;;;;;;;;
lacklusterxpowerful_friends;          §u–10%§!§u¿§! Lackluster, powerful friends;          §u–10%§!§u¿§! Terne, amis puissants;          §u–10%§!§u¿§! Lustlos, mächtige freunde;;;;;;;;;;;
lacklusterximmoral;                  §R¡¡¡§! Lackluster, immoral;                  §R¡¡¡§! Terne, immoral;                  §R¡¡¡§! Lustlos, unmoralisch;;;;;;;;;;;
lacklusterxwomanizer;                  §h?§! Lackluster, womanizer;                  §h?§! Terne, coureur de jupons;                  §h?§! Lustlos, schürzenjäger;;;;;;;;;;;
lacklusterxwarmonger;          §h+10%§!§R¡¡¡§! Lackluster, warmonger;          §h+10%§!§R¡¡¡§! Terne, belliciste;          §h+10%§!§R¡¡¡§! Lustlos, kriegstreiber;;;;;;;;;;;
lacklusterxcorrupt;                  §R¡¡¡§! Lackluster, corrupt;                  §R¡¡¡§! Terne, corrompu;                  §R¡¡¡§! Lustlos, korrupt;;;;;;;;;;;
lacklusterxbootlicker;     §h+1§!         §u¿§! Lackluster, bootlicker;     §h+1§!         §u¿§! Terne, lèche-bottes;     §h+1§!         §u¿§! Lustlos, speichellecker;;;;;;;;;;;
lacklusterxsycophant;                  §h?§! Lackluster, sycophant;                  §h?§! Terne, flagorneur;                  §h?§! Lustlos, kriecher;;;;;;;;;;;
lacklusterxtoady;§h+1§!              §u¿§! Lackluster, toady;§h+1§!              §u¿§! Terne, flatteur;§h+1§!              §u¿§! Lustlos, schleimer;;;;;;;;;;;
lacklusterxyesman;                  §u¿§! Lackluster, yesman;                  §u¿§! Terne, béni-oui-oui;                  §u¿§! Lustlos, jasager;;;;;;;;;;;
lacklusterxbrownnoser;§h+1§!              §u¿§! Lackluster, brownnoser;§h+1§!              §u¿§! Terne, lèche-cul;§h+1§!              §u¿§! Lustlos, stiefellecker;;;;;;;;;;;
lacklusterxspoiled;§h+2§!              §u¿§! Lackluster, spoiled;§h+2§!              §u¿§! Terne, gâté;§h+2§!              §u¿§! Lustlos, verwöhnt;;;;;;;;;;;
lacklusterxschool_of_defense;     §G+3§!         §u¿§! Lackluster, school of defense;     §G+3§!         §u¿§! Terne, école de défense;     §G+3§!         §u¿§! Lustlos, schule der verteidigung;;;;;;;;;;;
lacklusterxschool_of_offense;§h+1§!      §h+10%§!   Lackluster, school of offense;§h+1§!      §h+10%§!   Terne, école d'attaque;§h+1§!      §h+10%§!   Lustlos, schule der offensive;;;;;;;;;;;
lacklusterxschool_of_the_bayonet;§h+2§! §h+1§! §h+10%§!§u¿§! Lackluster, school of the bayonet;§h+2§! §h+1§! §h+10%§!§u¿§! Terne, école de la baïonnette;§h+2§! §h+1§! §h+10%§!§u¿§! Lustlos, schule des bajonetts;;;;;;;;;;;
lacklusterxschool_of_firepower;§h+1§!              §h?§! Lackluster, school of firepower;§h+1§!              §h?§! Terne, école de la puissance de feu;§h+1§!              §h?§! Lustlos, schule der feuerkraft;;;;;;;;;;;
lacklusterxartillerist;     §h+1§!            Lackluster, artillerist;     §h+1§!            Terne, artilleur;     §h+1§!            Lustlos, artillerist;;;;;;;;;;;
lacklusterxuncommonly_young;§h+1§! §h+1§!         §u¿§! Lackluster, uncommonly young;§h+1§! §h+1§!         §u¿§! Terne, singulièrement jeune;§h+1§! §h+1§!         §u¿§! Lustlos, ungewöhnlich jung;;;;;;;;;;;
lacklusterxsucker;§u–1§!              §u¿§! Lackluster, sucker;§u–1§!              §u¿§! Terne, gogo;§u–1§!              §u¿§! Lustlos, trottel;;;;;;;;;;;
lacklusterxsad_sack;§u–2§!              §u¿§! Lackluster, sad sack;§u–2§!              §u¿§! Terne, raté;§u–2§!              §u¿§! Lustlos, trauriger sack;;;;;;;;;;;
lacklusterxunfit;§u–2§!              §R¡¡¡§! Lackluster, unfit;§u–2§!              §R¡¡¡§! Terne, inapte;§u–2§!              §R¡¡¡§! Lustlos, ungeeignet;;;;;;;;;;;
lacklusterxunqualified;          §u–10%§!§R¡¡¡§! Lackluster, unqualified;          §u–10%§!§R¡¡¡§! Terne, non qualifié;          §u–10%§!§R¡¡¡§! Lustlos, unqualifiziert;;;;;;;;;;;
lacklusterxpawn;                  §u¿§! Lackluster, pawn;                  §u¿§! Terne, pion;                  §u¿§! Lustlos, pfand;;;;;;;;;;;
lacklusterxelderly;                  §u¿§! Lackluster, elderly;                  §u¿§! Terne, âgé;                  §u¿§! Lustlos, älter;;;;;;;;;;;
lacklusterxincompetent;                  §u¿§! Lackluster, incompetent;                  §u¿§! Terne, incompétent;                  §u¿§! Lustlos, inkompetent;;;;;;;;;;;
timidxnationalist;§h+1§!      §u–10%§!§G!!!§! Timid, nationalist;;;;;;;;;;;;;
timidxwar_college;§h+1§!      §u–10%§!   Timid, war college;§h+1§!      §u–10%§!   Timide, école militaire;§h+1§!      §u–10%§!   Furchtsam, militärakademie;;;;;;;;;;;
timidxcavalry_school;§h+1§!      §u–10%§!   Timid, cavalry school;§h+1§!      §u–10%§!   Timide, école de cavalerie;§h+1§!      §u–10%§!   Furchtsam, kavallerieschule;;;;;;;;;;;
timidxengineer;§u–1§!      §u  –5%§!   Timid, engineer;§u–1§!      §u  –5%§!   Timide, génie;§u–1§!      §u  –5%§!   Furchtsam, ingenieur;;;;;;;;;;;
timidxarmchair_general;§u–1§!      §h+10%§!   Timid, armchair general;§u–1§!      §h+10%§!   Timide, général de façade;§u–1§!      §h+10%§!   Furchtsam, sesselgeneral;;;;;;;;;;;
timidxbureaucrat_speed;§u–1§!      §h  +5%§!   Timid, bureaucrat speed;§u–1§!      §h  +5%§!   Timide, vitesse de bureaucrate;§u–1§!      §h  +5%§!   Furchtsam, bürokratische geschwindigkeit;;;;;;;;;;;
timidxgenerals_aide;§u–1§! §h+1§! §u–10%§!   Timid, general's aide;§u–1§! §h+1§! §u–10%§!   Timide, aide de camp;§u–1§! §h+1§! §u–10%§!   Furchtsam, generalsadjutant;;;;;;;;;;;
timidxamateur;§u–1§! §u–1§! §u–35%§!   Timid, amateur;§u–1§! §u–1§! §u–35%§!   Timide, amateur;§u–1§! §u–1§! §u–35%§!   Furchtsam, amateur;;;;;;;;;;;
timidxmadman;§u–1§!      §u–10%§!§u¿§! Timid, madman;§u–1§!      §u–10%§!§u¿§! Timide, fou;§u–1§!      §u–10%§!§u¿§! Furchtsam, irrer;;;;;;;;;;;
timidxaristocrat;§u–1§!      §u–10%§!§h?§! Timid, aristocrat;§u–1§!      §u–10%§!§h?§! Timide, aristocrate;§u–1§!      §u–10%§!§h?§! Furchtsam, aristokrat;;;;;;;;;;;
timidxdrillmaster;§u–1§!      §u–10%§!§G!!!§! Timid, drillmaster;§u–1§!      §u–10%§!§G!!!§! Timide, sergent instructeur;§u–1§!      §u–10%§!§G!!!§! Furchtsam, zuchtmeister;;;;;;;;;;;
timidxbutcher;§u–1§!      §u–10%§!   Timid, butcher;§u–1§!      §u–10%§!   Timide, boucher;§u–1§!      §u–10%§!   Furchtsam, schlächter;;;;;;;;;;;
timidxexranker;§u–1§!      §u–10%§!§u¿§! Timid, exranker;§u–1§!      §u–10%§!§u¿§! Timide, ancien militaire;§u–1§!      §u–10%§!§u¿§! Furchtsam, ex-gefreiter;;;;;;;;;;;
timidxadventurer;§h+1§!      §u–10%§!   Timid, adventurer;§h+1§!      §u–10%§!   Timide, aventurier;§h+1§!      §u–10%§!   Furchtsam, abenteurer;;;;;;;;;;;
timidxdebutante;§u–1§!      §u–10%§!   Timid, debutante;§u–1§!      §u–10%§!   Timide, débutant;§u–1§!      §u–10%§!   Furchtsam, debütant;;;;;;;;;;;
